1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 080000005699AE21
Is Mission Active?  false
Mission Start:  Sun Jul 18 17:46:00 CEST 2021
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2074
Total Samples:  2074
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
9/22/21, 7:01:00 PM,C,8
9/22/21, 11:16:00 PM,C,6
9/23/21, 3:31:00 AM,C,3
9/23/21, 7:46:00 AM,C,3.5
9/23/21, 12:01:00 PM,C,22
9/23/21, 4:16:00 PM,C,15
9/23/21, 8:31:00 PM,C,6.5
9/24/21, 12:46:00 AM,C,5
9/24/21, 5:01:00 AM,C,5
9/24/21, 9:16:00 AM,C,11.5
9/24/21, 1:31:00 PM,C,27
9/24/21, 5:46:00 PM,C,12.5
9/24/21, 10:01:00 PM,C,8
9/25/21, 2:16:00 AM,C,6.5
9/25/21, 6:31:00 AM,C,5.5
9/25/21, 10:46:00 AM,C,30.5
9/25/21, 3:01:00 PM,C,21.5
9/25/21, 7:16:00 PM,C,10
9/25/21, 11:31:00 PM,C,8.5
9/26/21, 3:46:00 AM,C,7.5
9/26/21, 8:01:00 AM,C,10.5
9/26/21, 12:16:00 PM,C,10
9/26/21, 4:31:00 PM,C,9.5
9/26/21, 8:46:00 PM,C,10
9/27/21, 1:01:00 AM,C,9.5
9/27/21, 5:16:00 AM,C,7
9/27/21, 9:31:00 AM,C,6
9/27/21, 1:46:00 PM,C,8.5
9/27/21, 6:01:00 PM,C,5.5
9/27/21, 10:16:00 PM,C,4.5
9/28/21, 2:31:00 AM,C,4
9/28/21, 6:46:00 AM,C,4.5
9/28/21, 11:01:00 AM,C,7
9/28/21, 3:16:00 PM,C,6
9/28/21, 7:31:00 PM,C,4
9/28/21, 11:46:00 PM,C,3
9/29/21, 4:01:00 AM,C,2.5
9/29/21, 8:16:00 AM,C,3.5
9/29/21, 12:31:00 PM,C,4.5
9/29/21, 4:46:00 PM,C,5.5
9/29/21, 9:01:00 PM,C,6.5
9/30/21, 1:16:00 AM,C,8.5
9/30/21, 5:31:00 AM,C,9.5
9/30/21, 9:46:00 AM,C,7
9/30/21, 2:01:00 PM,C,5
9/30/21, 6:16:00 PM,C,5.5
9/30/21, 10:31:00 PM,C,4.5
10/1/21, 2:46:00 AM,C,4
10/1/21, 7:01:00 AM,C,1
10/1/21, 11:16:00 AM,C,17.5
10/1/21, 3:31:00 PM,C,12.5
10/1/21, 7:46:00 PM,C,4.5
10/2/21, 12:01:00 AM,C,2
10/2/21, 4:16:00 AM,C,3
10/2/21, 8:31:00 AM,C,6
10/2/21, 12:46:00 PM,C,16
10/2/21, 5:01:00 PM,C,11.5
10/2/21, 9:16:00 PM,C,6
10/3/21, 1:31:00 AM,C,6
10/3/21, 5:46:00 AM,C,6
10/3/21, 10:01:00 AM,C,7.5
10/3/21, 2:16:00 PM,C,10
10/3/21, 6:31:00 PM,C,5
10/3/21, 10:46:00 PM,C,4.5
10/4/21, 3:01:00 AM,C,2.5
10/4/21, 7:16:00 AM,C,3
10/4/21, 11:31:00 AM,C,21.5
10/4/21, 3:46:00 PM,C,12.5
10/4/21, 8:01:00 PM,C,4
10/5/21, 12:16:00 AM,C,6
10/5/21, 4:31:00 AM,C,7.5
10/5/21, 8:46:00 AM,C,5.5
10/5/21, 1:01:00 PM,C,6
10/5/21, 5:16:00 PM,C,4
10/5/21, 9:31:00 PM,C,2
10/6/21, 1:46:00 AM,C,1.5
10/6/21, 6:01:00 AM,C,0
10/6/21, 10:16:00 AM,C,2
10/6/21, 2:31:00 PM,C,7
10/6/21, 6:46:00 PM,C,1
10/6/21, 11:01:00 PM,C,0
10/7/21, 3:16:00 AM,C,0
10/7/21, 7:31:00 AM,C,-0.5
10/7/21, 11:46:00 AM,C,8
10/7/21, 4:01:00 PM,C,6.5
10/7/21, 8:16:00 PM,C,-1.5
10/8/21, 12:31:00 AM,C,-2.5
10/8/21, 4:46:00 AM,C,-2
10/8/21, 9:01:00 AM,C,2.5
10/8/21, 1:16:00 PM,C,14.5
10/8/21, 5:31:00 PM,C,5.5
10/8/21, 9:46:00 PM,C,-1.5
10/9/21, 2:01:00 AM,C,-3
10/9/21, 6:16:00 AM,C,0
10/9/21, 10:31:00 AM,C,4.5
10/9/21, 2:46:00 PM,C,5
10/9/21, 7:01:00 PM,C,3.5
10/9/21, 11:16:00 PM,C,3.5
10/10/21, 3:31:00 AM,C,2
10/10/21, 7:46:00 AM,C,1
10/10/21, 12:01:00 PM,C,6
10/10/21, 4:16:00 PM,C,2
10/10/21, 8:31:00 PM,C,0
10/11/21, 12:46:00 AM,C,-1
10/11/21, 5:01:00 AM,C,-2
10/11/21, 9:16:00 AM,C,-0.5
10/11/21, 1:31:00 PM,C,6.5
10/11/21, 5:46:00 PM,C,2
10/11/21, 10:01:00 PM,C,-3
10/12/21, 2:16:00 AM,C,-4
10/12/21, 6:31:00 AM,C,-2
10/12/21, 10:46:00 AM,C,3.5
10/12/21, 3:01:00 PM,C,6.5
10/12/21, 7:16:00 PM,C,0
10/12/21, 11:31:00 PM,C,0
10/13/21, 3:46:00 AM,C,0
10/13/21, 8:01:00 AM,C,-0.5
10/13/21, 12:16:00 PM,C,4.5
10/13/21, 4:31:00 PM,C,0.5
10/13/21, 8:46:00 PM,C,0
10/14/21, 1:01:00 AM,C,0
10/14/21, 5:16:00 AM,C,0
10/14/21, 9:31:00 AM,C,0.5
10/14/21, 1:46:00 PM,C,4.5
10/14/21, 6:01:00 PM,C,2
10/14/21, 10:16:00 PM,C,2
10/15/21, 2:31:00 AM,C,3
10/15/21, 6:46:00 AM,C,2.5
10/15/21, 11:01:00 AM,C,5
10/15/21, 3:16:00 PM,C,5
10/15/21, 7:31:00 PM,C,3.5
10/15/21, 11:46:00 PM,C,3.5
10/16/21, 4:01:00 AM,C,3.5
10/16/21, 8:16:00 AM,C,4.5
10/16/21, 12:31:00 PM,C,7.5
