1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: CB0000005699CE21
Is Mission Active?  false
Mission Start:  Sun Jul 18 17:47:00 CEST 2021
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2074
Total Samples:  2074
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
9/19/21, 2:32:00 PM,C,6.5
9/19/21, 6:47:00 PM,C,6.5
9/19/21, 11:02:00 PM,C,5.5
9/20/21, 3:17:00 AM,C,5.5
9/20/21, 7:32:00 AM,C,5.5
9/20/21, 11:47:00 AM,C,12.5
9/20/21, 4:02:00 PM,C,11.5
9/20/21, 8:17:00 PM,C,5.5
9/21/21, 12:32:00 AM,C,3
9/21/21, 4:47:00 AM,C,3
9/21/21, 9:02:00 AM,C,10
9/21/21, 1:17:00 PM,C,25
9/21/21, 5:32:00 PM,C,12.5
9/21/21, 9:47:00 PM,C,9.5
9/22/21, 2:02:00 AM,C,7.5
9/22/21, 6:17:00 AM,C,8.5
9/22/21, 10:32:00 AM,C,11.5
9/22/21, 2:47:00 PM,C,11.5
9/22/21, 7:02:00 PM,C,8.5
9/22/21, 11:17:00 PM,C,6.5
9/23/21, 3:32:00 AM,C,4
9/23/21, 7:47:00 AM,C,4
9/23/21, 12:02:00 PM,C,21
9/23/21, 4:17:00 PM,C,15.5
9/23/21, 8:32:00 PM,C,7.5
9/24/21, 12:47:00 AM,C,5.5
9/24/21, 5:02:00 AM,C,6
9/24/21, 9:17:00 AM,C,12
9/24/21, 1:32:00 PM,C,25
9/24/21, 5:47:00 PM,C,13.5
9/24/21, 10:02:00 PM,C,9
9/25/21, 2:17:00 AM,C,8
9/25/21, 6:32:00 AM,C,7
9/25/21, 10:47:00 AM,C,29.5
9/25/21, 3:02:00 PM,C,22
9/25/21, 7:17:00 PM,C,10.5
9/25/21, 11:32:00 PM,C,9.5
9/26/21, 3:47:00 AM,C,8.5
9/26/21, 8:02:00 AM,C,11
9/26/21, 12:17:00 PM,C,10
9/26/21, 4:32:00 PM,C,9.5
9/26/21, 8:47:00 PM,C,10
9/27/21, 1:02:00 AM,C,9.5
9/27/21, 5:17:00 AM,C,7
9/27/21, 9:32:00 AM,C,6.5
9/27/21, 1:47:00 PM,C,8.5
9/27/21, 6:02:00 PM,C,6
9/27/21, 10:17:00 PM,C,4.5
9/28/21, 2:32:00 AM,C,4.5
9/28/21, 6:47:00 AM,C,5
9/28/21, 11:02:00 AM,C,7
9/28/21, 3:17:00 PM,C,6
9/28/21, 7:32:00 PM,C,4.5
9/28/21, 11:47:00 PM,C,3
9/29/21, 4:02:00 AM,C,2.5
9/29/21, 8:17:00 AM,C,3.5
9/29/21, 12:32:00 PM,C,4.5
9/29/21, 4:47:00 PM,C,5.5
9/29/21, 9:02:00 PM,C,7
9/30/21, 1:17:00 AM,C,8.5
9/30/21, 5:32:00 AM,C,10
9/30/21, 9:47:00 AM,C,7.5
9/30/21, 2:02:00 PM,C,5
9/30/21, 6:17:00 PM,C,5.5
9/30/21, 10:32:00 PM,C,5
10/1/21, 2:47:00 AM,C,4
10/1/21, 7:02:00 AM,C,1.5
10/1/21, 11:17:00 AM,C,16
10/1/21, 3:32:00 PM,C,13
10/1/21, 7:47:00 PM,C,5
10/2/21, 12:02:00 AM,C,2.5
10/2/21, 4:17:00 AM,C,3
10/2/21, 8:32:00 AM,C,6
10/2/21, 12:47:00 PM,C,16
10/2/21, 5:02:00 PM,C,11.5
10/2/21, 9:17:00 PM,C,6.5
10/3/21, 1:32:00 AM,C,6.5
10/3/21, 5:47:00 AM,C,6
10/3/21, 10:02:00 AM,C,8
10/3/21, 2:17:00 PM,C,10
10/3/21, 6:32:00 PM,C,5.5
10/3/21, 10:47:00 PM,C,5
10/4/21, 3:02:00 AM,C,3.5
10/4/21, 7:17:00 AM,C,3.5
10/4/21, 11:32:00 AM,C,20
10/4/21, 3:47:00 PM,C,13
10/4/21, 8:02:00 PM,C,4.5
10/5/21, 12:17:00 AM,C,7
10/5/21, 4:32:00 AM,C,8
10/5/21, 8:47:00 AM,C,6
10/5/21, 1:02:00 PM,C,6.5
10/5/21, 5:17:00 PM,C,4
10/5/21, 9:32:00 PM,C,2.5
10/6/21, 1:47:00 AM,C,2
10/6/21, 6:02:00 AM,C,0.5
10/6/21, 10:17:00 AM,C,3
10/6/21, 2:32:00 PM,C,7.5
10/6/21, 6:47:00 PM,C,1.5
10/6/21, 11:02:00 PM,C,0
10/7/21, 3:17:00 AM,C,0
