1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: DD0000004EB0B621
Is Mission Active?  false
Mission Start:  Mon Jul 27 23:46:00 PDT 2020
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2049
Total Samples:  3973
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
10/22/20 10:31:00 PM,C,2
10/23/20 2:46:00 AM,C,2
10/23/20 7:01:00 AM,C,1.5
10/23/20 11:16:00 AM,C,1.5
10/23/20 3:31:00 PM,C,1.5
10/23/20 7:46:00 PM,C,1.5
10/24/20 12:01:00 AM,C,1.5
10/24/20 4:16:00 AM,C,1.5
10/24/20 8:31:00 AM,C,1.5
10/24/20 12:46:00 PM,C,1.5
10/24/20 5:01:00 PM,C,1.5
10/24/20 9:16:00 PM,C,1.5
10/25/20 1:31:00 AM,C,1.5
10/25/20 5:46:00 AM,C,1.5
10/25/20 10:01:00 AM,C,1.5
10/25/20 2:16:00 PM,C,1.5
10/25/20 6:31:00 PM,C,1.5
10/25/20 10:46:00 PM,C,1.5
10/26/20 3:01:00 AM,C,1.5
10/26/20 7:16:00 AM,C,1.5
10/26/20 11:31:00 AM,C,1.5
10/26/20 3:46:00 PM,C,1.5
10/26/20 8:01:00 PM,C,1.5
10/27/20 12:16:00 AM,C,1.5
10/27/20 4:31:00 AM,C,1.5
10/27/20 8:46:00 AM,C,1.5
10/27/20 1:01:00 PM,C,1.5
10/27/20 5:16:00 PM,C,1.5
10/27/20 9:31:00 PM,C,1.5
10/28/20 1:46:00 AM,C,1.5
10/28/20 6:01:00 AM,C,1
10/28/20 10:16:00 AM,C,1.5
10/28/20 2:31:00 PM,C,1.5
10/28/20 6:46:00 PM,C,1.5
10/28/20 11:01:00 PM,C,1.5
10/29/20 3:16:00 AM,C,1.5
10/29/20 7:31:00 AM,C,1.5
10/29/20 11:46:00 AM,C,1.5
10/29/20 4:01:00 PM,C,2
10/29/20 8:16:00 PM,C,2.5
10/30/20 12:31:00 AM,C,2
10/30/20 4:46:00 AM,C,2.5
10/30/20 9:01:00 AM,C,2
10/30/20 1:16:00 PM,C,2
10/30/20 5:31:00 PM,C,2
10/30/20 9:46:00 PM,C,2
10/31/20 2:01:00 AM,C,1.5
10/31/20 6:16:00 AM,C,1.5
10/31/20 10:31:00 AM,C,1
10/31/20 2:46:00 PM,C,1
10/31/20 7:01:00 PM,C,1.5
10/31/20 11:16:00 PM,C,1
11/1/20 2:31:00 AM,C,1
11/1/20 6:46:00 AM,C,1
11/1/20 11:01:00 AM,C,1
11/1/20 3:16:00 PM,C,5
11/1/20 7:31:00 PM,C,3.5
11/1/20 11:46:00 PM,C,2.5
11/2/20 4:01:00 AM,C,2
11/2/20 8:16:00 AM,C,1.5
11/2/20 12:31:00 PM,C,2
11/2/20 4:46:00 PM,C,4.5
11/2/20 9:01:00 PM,C,2.5
11/3/20 1:16:00 AM,C,2
11/3/20 5:31:00 AM,C,2.5
11/3/20 9:46:00 AM,C,2
11/3/20 2:01:00 PM,C,3
11/3/20 6:16:00 PM,C,3.5
11/3/20 10:31:00 PM,C,4
11/4/20 2:46:00 AM,C,5
11/4/20 7:01:00 AM,C,4.5
11/4/20 11:16:00 AM,C,5
11/4/20 3:31:00 PM,C,5.5
11/4/20 7:46:00 PM,C,5.5
11/5/20 12:01:00 AM,C,6
11/5/20 4:16:00 AM,C,5
11/5/20 8:31:00 AM,C,3.5
11/5/20 12:46:00 PM,C,3.5
11/5/20 5:01:00 PM,C,3.5
11/5/20 9:16:00 PM,C,3
11/6/20 1:31:00 AM,C,2.5
11/6/20 5:46:00 AM,C,2
11/6/20 10:01:00 AM,C,2
11/6/20 2:16:00 PM,C,1.5
