1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 7500000056935821
Is Mission Active?  false
Mission Start:  Sun Jul 18 17:45:00 CEST 2021
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2074
Total Samples:  2076
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
8/25/21, 2:30:00 AM,C,9.5
8/25/21, 6:45:00 AM,C,9
8/25/21, 11:00:00 AM,C,12.5
8/25/21, 3:15:00 PM,C,16.5
8/25/21, 7:30:00 PM,C,14
8/25/21, 11:45:00 PM,C,12
8/26/21, 4:00:00 AM,C,11.5
8/26/21, 8:15:00 AM,C,11
8/26/21, 12:30:00 PM,C,13
8/26/21, 4:45:00 PM,C,13
8/26/21, 9:00:00 PM,C,12.5
8/27/21, 1:15:00 AM,C,11.5
8/27/21, 5:30:00 AM,C,11
8/27/21, 9:45:00 AM,C,11.5
8/27/21, 2:00:00 PM,C,12.5
8/27/21, 6:15:00 PM,C,13.5
8/27/21, 10:30:00 PM,C,11
8/28/21, 2:45:00 AM,C,9.5
8/28/21, 7:00:00 AM,C,8.5
8/28/21, 11:15:00 AM,C,12.5
8/28/21, 3:30:00 PM,C,16
8/28/21, 7:45:00 PM,C,13.5
8/29/21, 12:00:00 AM,C,11
8/29/21, 4:15:00 AM,C,10
8/29/21, 8:30:00 AM,C,9.5
8/29/21, 12:45:00 PM,C,16.5
8/29/21, 5:00:00 PM,C,15.5
8/29/21, 9:15:00 PM,C,12.5
8/30/21, 1:30:00 AM,C,11
8/30/21, 5:45:00 AM,C,11
8/30/21, 10:00:00 AM,C,11.5
8/30/21, 2:15:00 PM,C,14.5
8/30/21, 6:30:00 PM,C,13
8/30/21, 10:45:00 PM,C,11.5
8/31/21, 3:00:00 AM,C,10.5
8/31/21, 7:15:00 AM,C,10
8/31/21, 11:30:00 AM,C,10.5
8/31/21, 3:45:00 PM,C,12
8/31/21, 8:00:00 PM,C,11
9/1/21, 12:15:00 AM,C,8.5
9/1/21, 4:30:00 AM,C,7.5
9/1/21, 8:45:00 AM,C,7.5
9/1/21, 1:00:00 PM,C,12.5
9/1/21, 5:15:00 PM,C,12.5
9/1/21, 9:30:00 PM,C,10
9/2/21, 1:45:00 AM,C,8.5
9/2/21, 6:00:00 AM,C,7.5
9/2/21, 10:15:00 AM,C,9.5
9/2/21, 2:30:00 PM,C,14.5
9/2/21, 6:45:00 PM,C,12.5
9/2/21, 11:00:00 PM,C,10
9/3/21, 3:15:00 AM,C,8.5
9/3/21, 7:30:00 AM,C,8
9/3/21, 11:45:00 AM,C,12.5
9/3/21, 4:00:00 PM,C,14
9/3/21, 8:15:00 PM,C,12.5
9/4/21, 12:30:00 AM,C,10.5
9/4/21, 4:45:00 AM,C,9
9/4/21, 9:00:00 AM,C,10
9/4/21, 1:15:00 PM,C,12.5
9/4/21, 5:30:00 PM,C,13
9/4/21, 9:45:00 PM,C,12
9/5/21, 2:00:00 AM,C,11.5
9/5/21, 6:15:00 AM,C,11.5
9/5/21, 10:30:00 AM,C,12
9/5/21, 2:45:00 PM,C,14
9/5/21, 7:00:00 PM,C,13.5
9/5/21, 11:15:00 PM,C,12
9/6/21, 3:30:00 AM,C,11.5
9/6/21, 7:45:00 AM,C,11
9/6/21, 12:00:00 PM,C,15
9/6/21, 4:15:00 PM,C,15.5
9/6/21, 8:30:00 PM,C,12.5
9/7/21, 12:45:00 AM,C,10.5
9/7/21, 5:00:00 AM,C,9.5
9/7/21, 9:15:00 AM,C,10.5
9/7/21, 1:30:00 PM,C,16.5
9/7/21, 5:45:00 PM,C,14.5
9/7/21, 10:00:00 PM,C,12
9/8/21, 2:15:00 AM,C,12
9/8/21, 6:30:00 AM,C,12
9/8/21, 10:45:00 AM,C,13.5
9/8/21, 3:00:00 PM,C,15.5
9/8/21, 7:15:00 PM,C,14
9/8/21, 11:30:00 PM,C,12
9/9/21, 3:45:00 AM,C,10.5
9/9/21, 8:00:00 AM,C,10
9/9/21, 12:15:00 PM,C,16
9/9/21, 4:30:00 PM,C,15.5
9/9/21, 8:45:00 PM,C,13
9/10/21, 1:00:00 AM,C,11
9/10/21, 5:15:00 AM,C,10
9/10/21, 9:30:00 AM,C,10.5
9/10/21, 1:45:00 PM,C,14
9/10/21, 6:00:00 PM,C,13.5
9/10/21, 10:15:00 PM,C,12
9/11/21, 2:30:00 AM,C,11.5
9/11/21, 6:45:00 AM,C,11.5
9/11/21, 11:00:00 AM,C,13
9/11/21, 3:15:00 PM,C,13.5
9/11/21, 7:30:00 PM,C,13
9/11/21, 11:45:00 PM,C,12
9/12/21, 4:00:00 AM,C,12
9/12/21, 8:15:00 AM,C,11.5
9/12/21, 12:30:00 PM,C,12.5
9/12/21, 4:45:00 PM,C,13.5
9/12/21, 9:00:00 PM,C,12
9/13/21, 1:15:00 AM,C,10
9/13/21, 5:30:00 AM,C,9
9/13/21, 9:45:00 AM,C,9.5
9/13/21, 2:00:00 PM,C,12.5
9/13/21, 6:15:00 PM,C,12
9/13/21, 10:30:00 PM,C,9.5
9/14/21, 2:45:00 AM,C,8.5
9/14/21, 7:00:00 AM,C,8
9/14/21, 11:15:00 AM,C,10
9/14/21, 3:30:00 PM,C,10.5
9/14/21, 7:45:00 PM,C,10
9/15/21, 12:00:00 AM,C,10
9/15/21, 4:15:00 AM,C,8.5
9/15/21, 8:30:00 AM,C,8.5
9/15/21, 12:45:00 PM,C,12.5
9/15/21, 5:00:00 PM,C,11
9/15/21, 9:15:00 PM,C,8.5
9/16/21, 1:30:00 AM,C,7.5
9/16/21, 5:45:00 AM,C,6
9/16/21, 10:00:00 AM,C,7
